r,l,U,t
93,700,90,7
93,1212,52,7
93,1724,37,7
93,2236,29,7
93,2748,23,7
93,3260,20,7
93,3772,17,7
93,4284,15,7
93,4796,14,7
93,5308,12,7
93,5820,11,7
93,6332,10,7
93,6844,10,7
93,7356,9,7
93,7868,9,7
93,8380,8,7
93,8892,8,7
93,9404,7,7
93,9916,7,7
93,10428,7,7
93,10940,6,7
93,11452,6,7
93,11964,6,7
93,12476,6,7
93,13500,5,7
93,14524,5,7
93,15548,5,7
93,16572,4,7
93,17596,4,7
93,18620,4,8
93,19644,4,8
93,20668,4,8
93,21692,3,8
93,22716,3,8
93,23740,3,8
93,24764,3,8
93,25788,3,8
93,26812,3,8
93,27836,3,8
93,28860,3,8
93,29884,3,8
93,30908,3,8
93,31932,2,8
93,32956,2,8
93,33980,2,8
93,35004,2,8
93,36028,2,8
93,37052,2,8
93,38076,2,8
93,39100,2,8
93,40124,2,8
93,41148,2,8
93,42172,2,8
93,43196,2,8
93,44220,2,8
93,45244,2,8
93,46268,2,8
93,47292,2,8
93,48316,2,8
93,49340,2,8
93,50364,2,8
93,51388,2,8
93,52412,2,8
93,53436,2,8
93,54460,2,8
93,55484,2,8
93,56508,2,8
93,57532,2,8
93,58556,2,8
93,59580,2,8
93,60604,2,8
93,61628,2,8
93,62652,2,8
93,63676,1,8
93,64700,1,8
