r,l,U,t
63,700,90,7
63,1212,52,7
63,1724,37,7
63,2236,29,7
63,2748,23,7
63,3260,20,7
63,3772,17,7
63,4284,15,7
63,4796,14,7
63,5308,12,7
63,5820,11,7
63,6332,10,7
63,6844,10,7
63,7356,9,7
63,7868,9,7
63,8380,8,7
63,8892,8,7
63,9404,7,7
63,9916,7,7
63,10428,7,7
63,10940,6,7
63,11452,6,7
63,11964,6,7
63,12476,6,7
63,13500,5,7
63,14524,5,7
63,15548,5,7
63,16572,4,7
63,17596,4,7
63,18620,4,8
63,19644,4,8
63,20668,4,8
63,21692,3,8
63,22716,3,8
63,23740,3,8
63,24764,3,8
63,25788,3,8
63,26812,3,8
63,27836,3,8
63,28860,3,8
63,29884,3,8
63,30908,3,8
63,31932,2,8
63,32956,2,8
63,33980,2,8
63,35004,2,8
63,36028,2,8
63,37052,2,8
63,38076,2,8
63,39100,2,8
63,40124,2,8
63,41148,2,8
63,42172,2,8
63,43196,2,8
63,44220,2,8
63,45244,2,8
63,46268,2,8
63,47292,2,8
63,48316,2,8
63,49340,2,8
63,50364,2,8
63,51388,2,8
63,52412,2,8
63,53436,2,8
63,54460,2,8
63,55484,2,8
63,56508,2,8
63,57532,2,8
63,58556,2,8
63,59580,2,8
63,60604,2,8
63,61628,2,8
63,62652,2,8
63,63676,1,8
63,64700,1,8
