r,l,U,t
54,700,90,7
54,1212,52,7
54,1724,37,7
54,2236,29,7
54,2748,23,7
54,3260,20,7
54,3772,17,7
54,4284,15,7
54,4796,14,7
54,5308,12,7
54,5820,11,7
54,6332,10,7
54,6844,10,7
54,7356,9,7
54,7868,9,7
54,8380,8,7
54,8892,8,7
54,9404,7,7
54,9916,7,7
54,10428,7,7
54,10940,6,7
54,11452,6,7
54,11964,6,7
54,12476,6,7
54,13500,5,7
54,14524,5,7
54,15548,5,7
54,16572,4,7
54,17596,4,7
54,18620,4,8
54,19644,4,8
54,20668,4,8
54,21692,3,8
54,22716,3,8
54,23740,3,8
54,24764,3,8
54,25788,3,8
54,26812,3,8
54,27836,3,8
54,28860,3,8
54,29884,3,8
54,30908,3,8
54,31932,2,8
54,32956,2,8
54,33980,2,8
54,35004,2,8
54,36028,2,8
54,37052,2,8
54,38076,2,8
54,39100,2,8
54,40124,2,8
54,41148,2,8
54,42172,2,8
54,43196,2,8
54,44220,2,8
54,45244,2,8
54,46268,2,8
54,47292,2,8
54,48316,2,8
54,49340,2,8
54,50364,2,8
54,51388,2,8
54,52412,2,8
54,53436,2,8
54,54460,2,8
54,55484,2,8
54,56508,2,8
54,57532,2,8
54,58556,2,8
54,59580,2,8
54,60604,2,8
54,61628,2,8
54,62652,2,8
54,63676,1,8
54,64700,1,8
