r,l,U,t
36,700,90,7
36,1212,52,7
36,1724,37,7
36,2236,29,7
36,2748,23,7
36,3260,20,7
36,3772,17,7
36,4284,15,7
36,4796,14,7
36,5308,12,7
36,5820,11,7
36,6332,10,7
36,6844,10,7
36,7356,9,7
36,7868,9,7
36,8380,8,7
36,8892,8,7
36,9404,7,7
36,9916,7,7
36,10428,7,7
36,10940,6,7
36,11452,6,7
36,11964,6,7
36,12476,6,7
36,13500,5,7
36,14524,5,7
36,15548,5,7
36,16572,4,7
36,17596,4,7
36,18620,4,8
36,19644,4,8
36,20668,4,8
36,21692,3,8
36,22716,3,8
36,23740,3,8
36,24764,3,8
36,25788,3,8
36,26812,3,8
36,27836,3,8
36,28860,3,8
36,29884,3,8
36,30908,3,8
36,31932,2,8
36,32956,2,8
36,33980,2,8
36,35004,2,8
36,36028,2,8
36,37052,2,8
36,38076,2,8
36,39100,2,8
36,40124,2,8
36,41148,2,8
36,42172,2,8
36,43196,2,8
36,44220,2,8
36,45244,2,8
36,46268,2,8
36,47292,2,8
36,48316,2,8
36,49340,2,8
36,50364,2,8
36,51388,2,8
36,52412,2,8
36,53436,2,8
36,54460,2,8
36,55484,2,8
36,56508,2,8
36,57532,2,8
36,58556,2,8
36,59580,2,8
36,60604,2,8
36,61628,2,8
36,62652,2,8
36,63676,1,8
36,64700,1,8
