r,l,U,t
39,700,90,7
39,1212,52,7
39,1724,37,7
39,2236,29,7
39,2748,23,7
39,3260,20,7
39,3772,17,7
39,4284,15,7
39,4796,14,7
39,5308,12,7
39,5820,11,7
39,6332,10,7
39,6844,10,7
39,7356,9,7
39,7868,9,7
39,8380,8,7
39,8892,8,7
39,9404,7,7
39,9916,7,7
39,10428,7,7
39,10940,6,7
39,11452,6,7
39,11964,6,7
39,12476,6,7
39,13500,5,7
39,14524,5,7
39,15548,5,7
39,16572,4,7
39,17596,4,7
39,18620,4,8
39,19644,4,8
39,20668,4,8
39,21692,3,8
39,22716,3,8
39,23740,3,8
39,24764,3,8
39,25788,3,8
39,26812,3,8
39,27836,3,8
39,28860,3,8
39,29884,3,8
39,30908,3,8
39,31932,2,8
39,32956,2,8
39,33980,2,8
39,35004,2,8
39,36028,2,8
39,37052,2,8
39,38076,2,8
39,39100,2,8
39,40124,2,8
39,41148,2,8
39,42172,2,8
39,43196,2,8
39,44220,2,8
39,45244,2,8
39,46268,2,8
39,47292,2,8
39,48316,2,8
39,49340,2,8
39,50364,2,8
39,51388,2,8
39,52412,2,8
39,53436,2,8
39,54460,2,8
39,55484,2,8
39,56508,2,8
39,57532,2,8
39,58556,2,8
39,59580,2,8
39,60604,2,8
39,61628,2,8
39,62652,2,8
39,63676,1,8
39,64700,1,8
