r,l,U,t
89,700,90,7
89,1212,52,7
89,1724,37,7
89,2236,29,7
89,2748,23,7
89,3260,20,7
89,3772,17,7
89,4284,15,7
89,4796,14,7
89,5308,12,7
89,5820,11,7
89,6332,10,7
89,6844,10,7
89,7356,9,7
89,7868,9,7
89,8380,8,7
89,8892,8,7
89,9404,7,7
89,9916,7,7
89,10428,7,7
89,10940,6,7
89,11452,6,7
89,11964,6,7
89,12476,6,7
89,13500,5,7
89,14524,5,7
89,15548,5,7
89,16572,4,7
89,17596,4,7
89,18620,4,8
89,19644,4,8
89,20668,4,8
89,21692,3,8
89,22716,3,8
89,23740,3,8
89,24764,3,8
89,25788,3,8
89,26812,3,8
89,27836,3,8
89,28860,3,8
89,29884,3,8
89,30908,3,8
89,31932,2,8
89,32956,2,8
89,33980,2,8
89,35004,2,8
89,36028,2,8
89,37052,2,8
89,38076,2,8
89,39100,2,8
89,40124,2,8
89,41148,2,8
89,42172,2,8
89,43196,2,8
89,44220,2,8
89,45244,2,8
89,46268,2,8
89,47292,2,8
89,48316,2,8
89,49340,2,8
89,50364,2,8
89,51388,2,8
89,52412,2,8
89,53436,2,8
89,54460,2,8
89,55484,2,8
89,56508,2,8
89,57532,2,8
89,58556,2,8
89,59580,2,8
89,60604,2,8
89,61628,2,8
89,62652,2,8
89,63676,1,8
89,64700,1,8
