r,l,U,t
2320,700,90,7
2320,1212,52,7
2320,1724,37,7
2320,2236,29,7
2320,2748,23,7
2320,3260,20,7
2320,3772,17,7
2320,4284,15,7
2320,4796,14,7
2320,5308,12,7
2320,5820,11,7
2320,6332,10,7
2320,6844,10,7
2320,7356,9,7
2320,7868,9,7
2320,8380,8,7
2320,8892,8,7
2320,9404,7,7
2320,9916,7,7
2320,10428,7,7
2320,10940,6,7
2320,11452,6,7
2320,11964,6,7
2320,12476,6,7
2320,13500,5,7
2320,14524,5,7
2320,15548,5,7
2320,16572,4,7
2320,17596,4,7
2320,18620,4,8
2320,19644,4,8
2320,20668,4,8
2320,21692,3,8
2320,22716,3,8
2320,23740,3,8
2320,24764,3,8
2320,25788,3,8
2320,26812,3,8
2320,27836,3,8
2320,28860,3,8
2320,29884,3,8
2320,30908,3,8
2320,31932,2,8
2320,32956,2,8
2320,33980,2,8
2320,35004,2,8
2320,36028,2,8
2320,37052,2,8
2320,38076,2,8
2320,39100,2,8
2320,40124,2,8
2320,41148,2,8
2320,42172,2,8
2320,43196,2,8
2320,44220,2,8
2320,45244,2,8
2320,46268,2,8
2320,47292,2,8
2320,48316,2,8
2320,49340,2,8
2320,50364,2,8
2320,51388,2,8
2320,52412,2,8
2320,53436,2,8
2320,54460,2,8
2320,55484,2,8
2320,56508,2,8
2320,57532,2,8
2320,58556,2,8
2320,59580,2,8
2320,60604,2,8
2320,61628,2,8
2320,62652,2,8
2320,63676,1,8
2320,64700,1,8
