r,l,U,t
1136,700,90,7
1136,1212,52,7
1136,1724,37,7
1136,2236,29,7
1136,2748,23,7
1136,3260,20,7
1136,3772,17,7
1136,4284,15,7
1136,4796,14,7
1136,5308,12,7
1136,5820,11,7
1136,6332,10,7
1136,6844,10,7
1136,7356,9,7
1136,7868,9,7
1136,8380,8,7
1136,8892,8,7
1136,9404,7,7
1136,9916,7,7
1136,10428,7,7
1136,10940,6,7
1136,11452,6,7
1136,11964,6,7
1136,12476,6,7
1136,13500,5,7
1136,14524,5,7
1136,15548,5,7
1136,16572,4,7
1136,17596,4,7
1136,18620,4,8
1136,19644,4,8
1136,20668,4,8
1136,21692,3,8
1136,22716,3,8
1136,23740,3,8
1136,24764,3,8
1136,25788,3,8
1136,26812,3,8
1136,27836,3,8
1136,28860,3,8
1136,29884,3,8
1136,30908,3,8
1136,31932,2,8
1136,32956,2,8
1136,33980,2,8
1136,35004,2,8
1136,36028,2,8
1136,37052,2,8
1136,38076,2,8
1136,39100,2,8
1136,40124,2,8
1136,41148,2,8
1136,42172,2,8
1136,43196,2,8
1136,44220,2,8
1136,45244,2,8
1136,46268,2,8
1136,47292,2,8
1136,48316,2,8
1136,49340,2,8
1136,50364,2,8
1136,51388,2,8
1136,52412,2,8
1136,53436,2,8
1136,54460,2,8
1136,55484,2,8
1136,56508,2,8
1136,57532,2,8
1136,58556,2,8
1136,59580,2,8
1136,60604,2,8
1136,61628,2,8
1136,62652,2,8
1136,63676,1,8
1136,64700,1,8
