r,l,U,t
1280,700,90,7
1280,1212,52,7
1280,1724,37,7
1280,2236,29,7
1280,2748,23,7
1280,3260,20,7
1280,3772,17,7
1280,4284,15,7
1280,4796,14,7
1280,5308,12,7
1280,5820,11,7
1280,6332,10,7
1280,6844,10,7
1280,7356,9,7
1280,7868,9,7
1280,8380,8,7
1280,8892,8,7
1280,9404,7,7
1280,9916,7,7
1280,10428,7,7
1280,10940,6,7
1280,11452,6,7
1280,11964,6,7
1280,12476,6,7
1280,13500,5,7
1280,14524,5,7
1280,15548,5,7
1280,16572,4,7
1280,17596,4,7
1280,18620,4,8
1280,19644,4,8
1280,20668,4,8
1280,21692,3,8
1280,22716,3,8
1280,23740,3,8
1280,24764,3,8
1280,25788,3,8
1280,26812,3,8
1280,27836,3,8
1280,28860,3,8
1280,29884,3,8
1280,30908,3,8
1280,31932,2,8
1280,32956,2,8
1280,33980,2,8
1280,35004,2,8
1280,36028,2,8
1280,37052,2,8
1280,38076,2,8
1280,39100,2,8
1280,40124,2,8
1280,41148,2,8
1280,42172,2,8
1280,43196,2,8
1280,44220,2,8
1280,45244,2,8
1280,46268,2,8
1280,47292,2,8
1280,48316,2,8
1280,49340,2,8
1280,50364,2,8
1280,51388,2,8
1280,52412,2,8
1280,53436,2,8
1280,54460,2,8
1280,55484,2,8
1280,56508,2,8
1280,57532,2,8
1280,58556,2,8
1280,59580,2,8
1280,60604,2,8
1280,61628,2,8
1280,62652,2,8
1280,63676,1,8
1280,64700,1,8
