r,l,U,t
11,700,90,7
11,1212,52,7
11,1724,37,7
11,2236,29,7
11,2748,23,7
11,3260,20,7
11,3772,17,7
11,4284,15,7
11,4796,14,7
11,5308,12,7
11,5820,11,7
11,6332,10,7
11,6844,10,7
11,7356,9,7
11,7868,9,7
11,8380,8,7
11,8892,8,7
11,9404,7,7
11,9916,7,7
11,10428,7,7
11,10940,6,7
11,11452,6,7
11,11964,6,7
11,12476,6,7
11,13500,5,7
11,14524,5,7
11,15548,5,7
11,16572,4,7
11,17596,4,7
11,18620,4,8
11,19644,4,8
11,20668,4,8
11,21692,3,8
11,22716,3,8
11,23740,3,8
11,24764,3,8
11,25788,3,8
11,26812,3,8
11,27836,3,8
11,28860,3,8
11,29884,3,8
11,30908,3,8
11,31932,2,8
11,32956,2,8
11,33980,2,8
11,35004,2,8
11,36028,2,8
11,37052,2,8
11,38076,2,8
11,39100,2,8
11,40124,2,8
11,41148,2,8
11,42172,2,8
11,43196,2,8
11,44220,2,8
11,45244,2,8
11,46268,2,8
11,47292,2,8
11,48316,2,8
11,49340,2,8
11,50364,2,8
11,51388,2,8
11,52412,2,8
11,53436,2,8
11,54460,2,8
11,55484,2,8
11,56508,2,8
11,57532,2,8
11,58556,2,8
11,59580,2,8
11,60604,2,8
11,61628,2,8
11,62652,2,8
11,63676,1,8
11,64700,1,8
