r,l,U,t
5968,700,90,7
5968,1212,52,7
5968,1724,37,7
5968,2236,29,7
5968,2748,23,7
5968,3260,20,7
5968,3772,17,7
5968,4284,15,7
5968,4796,14,7
5968,5308,12,7
5968,5820,11,7
5968,6332,10,7
5968,6844,10,7
5968,7356,9,7
5968,7868,9,7
5968,8380,8,7
5968,8892,8,7
5968,9404,7,7
5968,9916,7,7
5968,10428,7,7
5968,10940,6,7
5968,11452,6,7
5968,11964,6,7
5968,12476,6,7
5968,13500,5,7
5968,14524,5,7
5968,15548,5,7
5968,16572,4,7
5968,17596,4,7
5968,18620,4,8
5968,19644,4,8
5968,20668,4,8
5968,21692,3,8
5968,22716,3,8
5968,23740,3,8
5968,24764,3,8
5968,25788,3,8
5968,26812,3,8
5968,27836,3,8
5968,28860,3,8
5968,29884,3,8
5968,30908,3,8
5968,31932,2,8
5968,32956,2,8
5968,33980,2,8
5968,35004,2,8
5968,36028,2,8
5968,37052,2,8
5968,38076,2,8
5968,39100,2,8
5968,40124,2,8
5968,41148,2,8
5968,42172,2,8
5968,43196,2,8
5968,44220,2,8
5968,45244,2,8
5968,46268,2,8
5968,47292,2,8
5968,48316,2,8
5968,49340,2,8
5968,50364,2,8
5968,51388,2,8
5968,52412,2,8
5968,53436,2,8
5968,54460,2,8
5968,55484,2,8
5968,56508,2,8
5968,57532,2,8
5968,58556,2,8
5968,59580,2,8
5968,60604,2,8
5968,61628,2,8
5968,62652,2,8
5968,63676,1,8
5968,64700,1,8
