r,l,U,t
1616,700,90,7
1616,1212,52,7
1616,1724,37,7
1616,2236,29,7
1616,2748,23,7
1616,3260,20,7
1616,3772,17,7
1616,4284,15,7
1616,4796,14,7
1616,5308,12,7
1616,5820,11,7
1616,6332,10,7
1616,6844,10,7
1616,7356,9,7
1616,7868,9,7
1616,8380,8,7
1616,8892,8,7
1616,9404,7,7
1616,9916,7,7
1616,10428,7,7
1616,10940,6,7
1616,11452,6,7
1616,11964,6,7
1616,12476,6,7
1616,13500,5,7
1616,14524,5,7
1616,15548,5,7
1616,16572,4,7
1616,17596,4,7
1616,18620,4,8
1616,19644,4,8
1616,20668,4,8
1616,21692,3,8
1616,22716,3,8
1616,23740,3,8
1616,24764,3,8
1616,25788,3,8
1616,26812,3,8
1616,27836,3,8
1616,28860,3,8
1616,29884,3,8
1616,30908,3,8
1616,31932,2,8
1616,32956,2,8
1616,33980,2,8
1616,35004,2,8
1616,36028,2,8
1616,37052,2,8
1616,38076,2,8
1616,39100,2,8
1616,40124,2,8
1616,41148,2,8
1616,42172,2,8
1616,43196,2,8
1616,44220,2,8
1616,45244,2,8
1616,46268,2,8
1616,47292,2,8
1616,48316,2,8
1616,49340,2,8
1616,50364,2,8
1616,51388,2,8
1616,52412,2,8
1616,53436,2,8
1616,54460,2,8
1616,55484,2,8
1616,56508,2,8
1616,57532,2,8
1616,58556,2,8
1616,59580,2,8
1616,60604,2,8
1616,61628,2,8
1616,62652,2,8
1616,63676,1,8
1616,64700,1,8
