r,l,U,t
40,700,90,7
40,1212,52,7
40,1724,37,7
40,2236,29,7
40,2748,23,7
40,3260,20,7
40,3772,17,7
40,4284,15,7
40,4796,14,7
40,5308,12,7
40,5820,11,7
40,6332,10,7
40,6844,10,7
40,7356,9,7
40,7868,9,7
40,8380,8,7
40,8892,8,7
40,9404,7,7
40,9916,7,7
40,10428,7,7
40,10940,6,7
40,11452,6,7
40,11964,6,7
40,12476,6,7
40,13500,5,7
40,14524,5,7
40,15548,5,7
40,16572,4,7
40,17596,4,7
40,18620,4,8
40,19644,4,8
40,20668,4,8
40,21692,3,8
40,22716,3,8
40,23740,3,8
40,24764,3,8
40,25788,3,8
40,26812,3,8
40,27836,3,8
40,28860,3,8
40,29884,3,8
40,30908,3,8
40,31932,2,8
40,32956,2,8
40,33980,2,8
40,35004,2,8
40,36028,2,8
40,37052,2,8
40,38076,2,8
40,39100,2,8
40,40124,2,8
40,41148,2,8
40,42172,2,8
40,43196,2,8
40,44220,2,8
40,45244,2,8
40,46268,2,8
40,47292,2,8
40,48316,2,8
40,49340,2,8
40,50364,2,8
40,51388,2,8
40,52412,2,8
40,53436,2,8
40,54460,2,8
40,55484,2,8
40,56508,2,8
40,57532,2,8
40,58556,2,8
40,59580,2,8
40,60604,2,8
40,61628,2,8
40,62652,2,8
40,63676,1,8
40,64700,1,8
