r,l,U,t
4304,700,90,7
4304,1212,52,7
4304,1724,37,7
4304,2236,29,7
4304,2748,23,7
4304,3260,20,7
4304,3772,17,7
4304,4284,15,7
4304,4796,14,7
4304,5308,12,7
4304,5820,11,7
4304,6332,10,7
4304,6844,10,7
4304,7356,9,7
4304,7868,9,7
4304,8380,8,7
4304,8892,8,7
4304,9404,7,7
4304,9916,7,7
4304,10428,7,7
4304,10940,6,7
4304,11452,6,7
4304,11964,6,7
4304,12476,6,7
4304,13500,5,7
4304,14524,5,7
4304,15548,5,7
4304,16572,4,7
4304,17596,4,7
4304,18620,4,8
4304,19644,4,8
4304,20668,4,8
4304,21692,3,8
4304,22716,3,8
4304,23740,3,8
4304,24764,3,8
4304,25788,3,8
4304,26812,3,8
4304,27836,3,8
4304,28860,3,8
4304,29884,3,8
4304,30908,3,8
4304,31932,2,8
4304,32956,2,8
4304,33980,2,8
4304,35004,2,8
4304,36028,2,8
4304,37052,2,8
4304,38076,2,8
4304,39100,2,8
4304,40124,2,8
4304,41148,2,8
4304,42172,2,8
4304,43196,2,8
4304,44220,2,8
4304,45244,2,8
4304,46268,2,8
4304,47292,2,8
4304,48316,2,8
4304,49340,2,8
4304,50364,2,8
4304,51388,2,8
4304,52412,2,8
4304,53436,2,8
4304,54460,2,8
4304,55484,2,8
4304,56508,2,8
4304,57532,2,8
4304,58556,2,8
4304,59580,2,8
4304,60604,2,8
4304,61628,2,8
4304,62652,2,8
4304,63676,1,8
4304,64700,1,8
