r,l,U,t
64,700,90,7
64,1212,52,7
64,1724,37,7
64,2236,29,7
64,2748,23,7
64,3260,20,7
64,3772,17,7
64,4284,15,7
64,4796,14,7
64,5308,12,7
64,5820,11,7
64,6332,10,7
64,6844,10,7
64,7356,9,7
64,7868,9,7
64,8380,8,7
64,8892,8,7
64,9404,7,7
64,9916,7,7
64,10428,7,7
64,10940,6,7
64,11452,6,7
64,11964,6,7
64,12476,6,7
64,13500,5,7
64,14524,5,7
64,15548,5,7
64,16572,4,7
64,17596,4,7
64,18620,4,8
64,19644,4,8
64,20668,4,8
64,21692,3,8
64,22716,3,8
64,23740,3,8
64,24764,3,8
64,25788,3,8
64,26812,3,8
64,27836,3,8
64,28860,3,8
64,29884,3,8
64,30908,3,8
64,31932,2,8
64,32956,2,8
64,33980,2,8
64,35004,2,8
64,36028,2,8
64,37052,2,8
64,38076,2,8
64,39100,2,8
64,40124,2,8
64,41148,2,8
64,42172,2,8
64,43196,2,8
64,44220,2,8
64,45244,2,8
64,46268,2,8
64,47292,2,8
64,48316,2,8
64,49340,2,8
64,50364,2,8
64,51388,2,8
64,52412,2,8
64,53436,2,8
64,54460,2,8
64,55484,2,8
64,56508,2,8
64,57532,2,8
64,58556,2,8
64,59580,2,8
64,60604,2,8
64,61628,2,8
64,62652,2,8
64,63676,1,8
64,64700,1,8
