r,l,U,t
528,700,90,7
528,1212,52,7
528,1724,37,7
528,2236,29,7
528,2748,23,7
528,3260,20,7
528,3772,17,7
528,4284,15,7
528,4796,14,7
528,5308,12,7
528,5820,11,7
528,6332,10,7
528,6844,10,7
528,7356,9,7
528,7868,9,7
528,8380,8,7
528,8892,8,7
528,9404,7,7
528,9916,7,7
528,10428,7,7
528,10940,6,7
528,11452,6,7
528,11964,6,7
528,12476,6,7
528,13500,5,7
528,14524,5,7
528,15548,5,7
528,16572,4,7
528,17596,4,7
528,18620,4,8
528,19644,4,8
528,20668,4,8
528,21692,3,8
528,22716,3,8
528,23740,3,8
528,24764,3,8
528,25788,3,8
528,26812,3,8
528,27836,3,8
528,28860,3,8
528,29884,3,8
528,30908,3,8
528,31932,2,8
528,32956,2,8
528,33980,2,8
528,35004,2,8
528,36028,2,8
528,37052,2,8
528,38076,2,8
528,39100,2,8
528,40124,2,8
528,41148,2,8
528,42172,2,8
528,43196,2,8
528,44220,2,8
528,45244,2,8
528,46268,2,8
528,47292,2,8
528,48316,2,8
528,49340,2,8
528,50364,2,8
528,51388,2,8
528,52412,2,8
528,53436,2,8
528,54460,2,8
528,55484,2,8
528,56508,2,8
528,57532,2,8
528,58556,2,8
528,59580,2,8
528,60604,2,8
528,61628,2,8
528,62652,2,8
528,63676,1,8
528,64700,1,8
