r,l,U,t
5456,700,90,7
5456,1212,52,7
5456,1724,37,7
5456,2236,29,7
5456,2748,23,7
5456,3260,20,7
5456,3772,17,7
5456,4284,15,7
5456,4796,14,7
5456,5308,12,7
5456,5820,11,7
5456,6332,10,7
5456,6844,10,7
5456,7356,9,7
5456,7868,9,7
5456,8380,8,7
5456,8892,8,7
5456,9404,7,7
5456,9916,7,7
5456,10428,7,7
5456,10940,6,7
5456,11452,6,7
5456,11964,6,7
5456,12476,6,7
5456,13500,5,7
5456,14524,5,7
5456,15548,5,7
5456,16572,4,7
5456,17596,4,7
5456,18620,4,8
5456,19644,4,8
5456,20668,4,8
5456,21692,3,8
5456,22716,3,8
5456,23740,3,8
5456,24764,3,8
5456,25788,3,8
5456,26812,3,8
5456,27836,3,8
5456,28860,3,8
5456,29884,3,8
5456,30908,3,8
5456,31932,2,8
5456,32956,2,8
5456,33980,2,8
5456,35004,2,8
5456,36028,2,8
5456,37052,2,8
5456,38076,2,8
5456,39100,2,8
5456,40124,2,8
5456,41148,2,8
5456,42172,2,8
5456,43196,2,8
5456,44220,2,8
5456,45244,2,8
5456,46268,2,8
5456,47292,2,8
5456,48316,2,8
5456,49340,2,8
5456,50364,2,8
5456,51388,2,8
5456,52412,2,8
5456,53436,2,8
5456,54460,2,8
5456,55484,2,8
5456,56508,2,8
5456,57532,2,8
5456,58556,2,8
5456,59580,2,8
5456,60604,2,8
5456,61628,2,8
5456,62652,2,8
5456,63676,1,8
5456,64700,1,8
