r,l,U,t
6480,700,90,7
6480,1212,52,7
6480,1724,37,7
6480,2236,29,7
6480,2748,23,7
6480,3260,20,7
6480,3772,17,7
6480,4284,15,7
6480,4796,14,7
6480,5308,12,7
6480,5820,11,7
6480,6332,10,7
6480,6844,10,7
6480,7356,9,7
6480,7868,9,7
6480,8380,8,7
6480,8892,8,7
6480,9404,7,7
6480,9916,7,7
6480,10428,7,7
6480,10940,6,7
6480,11452,6,7
6480,11964,6,7
6480,12476,6,7
6480,13500,5,7
6480,14524,5,7
6480,15548,5,7
6480,16572,4,7
6480,17596,4,7
6480,18620,4,8
6480,19644,4,8
6480,20668,4,8
6480,21692,3,8
6480,22716,3,8
6480,23740,3,8
6480,24764,3,8
6480,25788,3,8
6480,26812,3,8
6480,27836,3,8
6480,28860,3,8
6480,29884,3,8
6480,30908,3,8
6480,31932,2,8
6480,32956,2,8
6480,33980,2,8
6480,35004,2,8
6480,36028,2,8
6480,37052,2,8
6480,38076,2,8
6480,39100,2,8
6480,40124,2,8
6480,41148,2,8
6480,42172,2,8
6480,43196,2,8
6480,44220,2,8
6480,45244,2,8
6480,46268,2,8
6480,47292,2,8
6480,48316,2,8
6480,49340,2,8
6480,50364,2,8
6480,51388,2,8
6480,52412,2,8
6480,53436,2,8
6480,54460,2,8
6480,55484,2,8
6480,56508,2,8
6480,57532,2,8
6480,58556,2,8
6480,59580,2,8
6480,60604,2,8
6480,61628,2,8
6480,62652,2,8
6480,63676,1,8
6480,64700,1,8
