r,l,U,t
81,700,90,7
81,1212,52,7
81,1724,37,7
81,2236,29,7
81,2748,23,7
81,3260,20,7
81,3772,17,7
81,4284,15,7
81,4796,14,7
81,5308,12,7
81,5820,11,7
81,6332,10,7
81,6844,10,7
81,7356,9,7
81,7868,9,7
81,8380,8,7
81,8892,8,7
81,9404,7,7
81,9916,7,7
81,10428,7,7
81,10940,6,7
81,11452,6,7
81,11964,6,7
81,12476,6,7
81,13500,5,7
81,14524,5,7
81,15548,5,7
81,16572,4,7
81,17596,4,7
81,18620,4,8
81,19644,4,8
81,20668,4,8
81,21692,3,8
81,22716,3,8
81,23740,3,8
81,24764,3,8
81,25788,3,8
81,26812,3,8
81,27836,3,8
81,28860,3,8
81,29884,3,8
81,30908,3,8
81,31932,2,8
81,32956,2,8
81,33980,2,8
81,35004,2,8
81,36028,2,8
81,37052,2,8
81,38076,2,8
81,39100,2,8
81,40124,2,8
81,41148,2,8
81,42172,2,8
81,43196,2,8
81,44220,2,8
81,45244,2,8
81,46268,2,8
81,47292,2,8
81,48316,2,8
81,49340,2,8
81,50364,2,8
81,51388,2,8
81,52412,2,8
81,53436,2,8
81,54460,2,8
81,55484,2,8
81,56508,2,8
81,57532,2,8
81,58556,2,8
81,59580,2,8
81,60604,2,8
81,61628,2,8
81,62652,2,8
81,63676,1,8
81,64700,1,8
