r,l,U,t
160,700,90,7
160,1212,52,7
160,1724,37,7
160,2236,29,7
160,2748,23,7
160,3260,20,7
160,3772,17,7
160,4284,15,7
160,4796,14,7
160,5308,12,7
160,5820,11,7
160,6332,10,7
160,6844,10,7
160,7356,9,7
160,7868,9,7
160,8380,8,7
160,8892,8,7
160,9404,7,7
160,9916,7,7
160,10428,7,7
160,10940,6,7
160,11452,6,7
160,11964,6,7
160,12476,6,7
160,13500,5,7
160,14524,5,7
160,15548,5,7
160,16572,4,7
160,17596,4,7
160,18620,4,8
160,19644,4,8
160,20668,4,8
160,21692,3,8
160,22716,3,8
160,23740,3,8
160,24764,3,8
160,25788,3,8
160,26812,3,8
160,27836,3,8
160,28860,3,8
160,29884,3,8
160,30908,3,8
160,31932,2,8
160,32956,2,8
160,33980,2,8
160,35004,2,8
160,36028,2,8
160,37052,2,8
160,38076,2,8
160,39100,2,8
160,40124,2,8
160,41148,2,8
160,42172,2,8
160,43196,2,8
160,44220,2,8
160,45244,2,8
160,46268,2,8
160,47292,2,8
160,48316,2,8
160,49340,2,8
160,50364,2,8
160,51388,2,8
160,52412,2,8
160,53436,2,8
160,54460,2,8
160,55484,2,8
160,56508,2,8
160,57532,2,8
160,58556,2,8
160,59580,2,8
160,60604,2,8
160,61628,2,8
160,62652,2,8
160,63676,1,8
160,64700,1,8
