r,l,U,t
1664,700,90,7
1664,1212,52,7
1664,1724,37,7
1664,2236,29,7
1664,2748,23,7
1664,3260,20,7
1664,3772,17,7
1664,4284,15,7
1664,4796,14,7
1664,5308,12,7
1664,5820,11,7
1664,6332,10,7
1664,6844,10,7
1664,7356,9,7
1664,7868,9,7
1664,8380,8,7
1664,8892,8,7
1664,9404,7,7
1664,9916,7,7
1664,10428,7,7
1664,10940,6,7
1664,11452,6,7
1664,11964,6,7
1664,12476,6,7
1664,13500,5,7
1664,14524,5,7
1664,15548,5,7
1664,16572,4,7
1664,17596,4,7
1664,18620,4,8
1664,19644,4,8
1664,20668,4,8
1664,21692,3,8
1664,22716,3,8
1664,23740,3,8
1664,24764,3,8
1664,25788,3,8
1664,26812,3,8
1664,27836,3,8
1664,28860,3,8
1664,29884,3,8
1664,30908,3,8
1664,31932,2,8
1664,32956,2,8
1664,33980,2,8
1664,35004,2,8
1664,36028,2,8
1664,37052,2,8
1664,38076,2,8
1664,39100,2,8
1664,40124,2,8
1664,41148,2,8
1664,42172,2,8
1664,43196,2,8
1664,44220,2,8
1664,45244,2,8
1664,46268,2,8
1664,47292,2,8
1664,48316,2,8
1664,49340,2,8
1664,50364,2,8
1664,51388,2,8
1664,52412,2,8
1664,53436,2,8
1664,54460,2,8
1664,55484,2,8
1664,56508,2,8
1664,57532,2,8
1664,58556,2,8
1664,59580,2,8
1664,60604,2,8
1664,61628,2,8
1664,62652,2,8
1664,63676,1,8
1664,64700,1,8
