r,l,U,t
2512,700,90,7
2512,1212,52,7
2512,1724,37,7
2512,2236,29,7
2512,2748,23,7
2512,3260,20,7
2512,3772,17,7
2512,4284,15,7
2512,4796,14,7
2512,5308,12,7
2512,5820,11,7
2512,6332,10,7
2512,6844,10,7
2512,7356,9,7
2512,7868,9,7
2512,8380,8,7
2512,8892,8,7
2512,9404,7,7
2512,9916,7,7
2512,10428,7,7
2512,10940,6,7
2512,11452,6,7
2512,11964,6,7
2512,12476,6,7
2512,13500,5,7
2512,14524,5,7
2512,15548,5,7
2512,16572,4,7
2512,17596,4,7
2512,18620,4,8
2512,19644,4,8
2512,20668,4,8
2512,21692,3,8
2512,22716,3,8
2512,23740,3,8
2512,24764,3,8
2512,25788,3,8
2512,26812,3,8
2512,27836,3,8
2512,28860,3,8
2512,29884,3,8
2512,30908,3,8
2512,31932,2,8
2512,32956,2,8
2512,33980,2,8
2512,35004,2,8
2512,36028,2,8
2512,37052,2,8
2512,38076,2,8
2512,39100,2,8
2512,40124,2,8
2512,41148,2,8
2512,42172,2,8
2512,43196,2,8
2512,44220,2,8
2512,45244,2,8
2512,46268,2,8
2512,47292,2,8
2512,48316,2,8
2512,49340,2,8
2512,50364,2,8
2512,51388,2,8
2512,52412,2,8
2512,53436,2,8
2512,54460,2,8
2512,55484,2,8
2512,56508,2,8
2512,57532,2,8
2512,58556,2,8
2512,59580,2,8
2512,60604,2,8
2512,61628,2,8
2512,62652,2,8
2512,63676,1,8
2512,64700,1,8
