r,l,U,t
22,700,90,7
22,1212,52,7
22,1724,37,7
22,2236,29,7
22,2748,23,7
22,3260,20,7
22,3772,17,7
22,4284,15,7
22,4796,14,7
22,5308,12,7
22,5820,11,7
22,6332,10,7
22,6844,10,7
22,7356,9,7
22,7868,9,7
22,8380,8,7
22,8892,8,7
22,9404,7,7
22,9916,7,7
22,10428,7,7
22,10940,6,7
22,11452,6,7
22,11964,6,7
22,12476,6,7
22,13500,5,7
22,14524,5,7
22,15548,5,7
22,16572,4,7
22,17596,4,7
22,18620,4,8
22,19644,4,8
22,20668,4,8
22,21692,3,8
22,22716,3,8
22,23740,3,8
22,24764,3,8
22,25788,3,8
22,26812,3,8
22,27836,3,8
22,28860,3,8
22,29884,3,8
22,30908,3,8
22,31932,2,8
22,32956,2,8
22,33980,2,8
22,35004,2,8
22,36028,2,8
22,37052,2,8
22,38076,2,8
22,39100,2,8
22,40124,2,8
22,41148,2,8
22,42172,2,8
22,43196,2,8
22,44220,2,8
22,45244,2,8
22,46268,2,8
22,47292,2,8
22,48316,2,8
22,49340,2,8
22,50364,2,8
22,51388,2,8
22,52412,2,8
22,53436,2,8
22,54460,2,8
22,55484,2,8
22,56508,2,8
22,57532,2,8
22,58556,2,8
22,59580,2,8
22,60604,2,8
22,61628,2,8
22,62652,2,8
22,63676,1,8
22,64700,1,8
