r,l,U,t
13,700,90,7
13,1212,52,7
13,1724,37,7
13,2236,29,7
13,2748,23,7
13,3260,20,7
13,3772,17,7
13,4284,15,7
13,4796,14,7
13,5308,12,7
13,5820,11,7
13,6332,10,7
13,6844,10,7
13,7356,9,7
13,7868,9,7
13,8380,8,7
13,8892,8,7
13,9404,7,7
13,9916,7,7
13,10428,7,7
13,10940,6,7
13,11452,6,7
13,11964,6,7
13,12476,6,7
13,13500,5,7
13,14524,5,7
13,15548,5,7
13,16572,4,7
13,17596,4,7
13,18620,4,8
13,19644,4,8
13,20668,4,8
13,21692,3,8
13,22716,3,8
13,23740,3,8
13,24764,3,8
13,25788,3,8
13,26812,3,8
13,27836,3,8
13,28860,3,8
13,29884,3,8
13,30908,3,8
13,31932,2,8
13,32956,2,8
13,33980,2,8
13,35004,2,8
13,36028,2,8
13,37052,2,8
13,38076,2,8
13,39100,2,8
13,40124,2,8
13,41148,2,8
13,42172,2,8
13,43196,2,8
13,44220,2,8
13,45244,2,8
13,46268,2,8
13,47292,2,8
13,48316,2,8
13,49340,2,8
13,50364,2,8
13,51388,2,8
13,52412,2,8
13,53436,2,8
13,54460,2,8
13,55484,2,8
13,56508,2,8
13,57532,2,8
13,58556,2,8
13,59580,2,8
13,60604,2,8
13,61628,2,8
13,62652,2,8
13,63676,1,8
13,64700,1,8
