r,l,U,t
60,700,90,7
60,1212,52,7
60,1724,37,7
60,2236,29,7
60,2748,23,7
60,3260,20,7
60,3772,17,7
60,4284,15,7
60,4796,14,7
60,5308,12,7
60,5820,11,7
60,6332,10,7
60,6844,10,7
60,7356,9,7
60,7868,9,7
60,8380,8,7
60,8892,8,7
60,9404,7,7
60,9916,7,7
60,10428,7,7
60,10940,6,7
60,11452,6,7
60,11964,6,7
60,12476,6,7
60,13500,5,7
60,14524,5,7
60,15548,5,7
60,16572,4,7
60,17596,4,7
60,18620,4,8
60,19644,4,8
60,20668,4,8
60,21692,3,8
60,22716,3,8
60,23740,3,8
60,24764,3,8
60,25788,3,8
60,26812,3,8
60,27836,3,8
60,28860,3,8
60,29884,3,8
60,30908,3,8
60,31932,2,8
60,32956,2,8
60,33980,2,8
60,35004,2,8
60,36028,2,8
60,37052,2,8
60,38076,2,8
60,39100,2,8
60,40124,2,8
60,41148,2,8
60,42172,2,8
60,43196,2,8
60,44220,2,8
60,45244,2,8
60,46268,2,8
60,47292,2,8
60,48316,2,8
60,49340,2,8
60,50364,2,8
60,51388,2,8
60,52412,2,8
60,53436,2,8
60,54460,2,8
60,55484,2,8
60,56508,2,8
60,57532,2,8
60,58556,2,8
60,59580,2,8
60,60604,2,8
60,61628,2,8
60,62652,2,8
60,63676,1,8
60,64700,1,8
