r,l,U,t
752,700,90,7
752,1212,52,7
752,1724,37,7
752,2236,29,7
752,2748,23,7
752,3260,20,7
752,3772,17,7
752,4284,15,7
752,4796,14,7
752,5308,12,7
752,5820,11,7
752,6332,10,7
752,6844,10,7
752,7356,9,7
752,7868,9,7
752,8380,8,7
752,8892,8,7
752,9404,7,7
752,9916,7,7
752,10428,7,7
752,10940,6,7
752,11452,6,7
752,11964,6,7
752,12476,6,7
752,13500,5,7
752,14524,5,7
752,15548,5,7
752,16572,4,7
752,17596,4,7
752,18620,4,8
752,19644,4,8
752,20668,4,8
752,21692,3,8
752,22716,3,8
752,23740,3,8
752,24764,3,8
752,25788,3,8
752,26812,3,8
752,27836,3,8
752,28860,3,8
752,29884,3,8
752,30908,3,8
752,31932,2,8
752,32956,2,8
752,33980,2,8
752,35004,2,8
752,36028,2,8
752,37052,2,8
752,38076,2,8
752,39100,2,8
752,40124,2,8
752,41148,2,8
752,42172,2,8
752,43196,2,8
752,44220,2,8
752,45244,2,8
752,46268,2,8
752,47292,2,8
752,48316,2,8
752,49340,2,8
752,50364,2,8
752,51388,2,8
752,52412,2,8
752,53436,2,8
752,54460,2,8
752,55484,2,8
752,56508,2,8
752,57532,2,8
752,58556,2,8
752,59580,2,8
752,60604,2,8
752,61628,2,8
752,62652,2,8
752,63676,1,8
752,64700,1,8
