r,l,U,t
55,700,90,7
55,1212,52,7
55,1724,37,7
55,2236,29,7
55,2748,23,7
55,3260,20,7
55,3772,17,7
55,4284,15,7
55,4796,14,7
55,5308,12,7
55,5820,11,7
55,6332,10,7
55,6844,10,7
55,7356,9,7
55,7868,9,7
55,8380,8,7
55,8892,8,7
55,9404,7,7
55,9916,7,7
55,10428,7,7
55,10940,6,7
55,11452,6,7
55,11964,6,7
55,12476,6,7
55,13500,5,7
55,14524,5,7
55,15548,5,7
55,16572,4,7
55,17596,4,7
55,18620,4,8
55,19644,4,8
55,20668,4,8
55,21692,3,8
55,22716,3,8
55,23740,3,8
55,24764,3,8
55,25788,3,8
55,26812,3,8
55,27836,3,8
55,28860,3,8
55,29884,3,8
55,30908,3,8
55,31932,2,8
55,32956,2,8
55,33980,2,8
55,35004,2,8
55,36028,2,8
55,37052,2,8
55,38076,2,8
55,39100,2,8
55,40124,2,8
55,41148,2,8
55,42172,2,8
55,43196,2,8
55,44220,2,8
55,45244,2,8
55,46268,2,8
55,47292,2,8
55,48316,2,8
55,49340,2,8
55,50364,2,8
55,51388,2,8
55,52412,2,8
55,53436,2,8
55,54460,2,8
55,55484,2,8
55,56508,2,8
55,57532,2,8
55,58556,2,8
55,59580,2,8
55,60604,2,8
55,61628,2,8
55,62652,2,8
55,63676,1,8
55,64700,1,8
