r,l,U,t
1600,700,90,7
1600,1212,52,7
1600,1724,37,7
1600,2236,29,7
1600,2748,23,7
1600,3260,20,7
1600,3772,17,7
1600,4284,15,7
1600,4796,14,7
1600,5308,12,7
1600,5820,11,7
1600,6332,10,7
1600,6844,10,7
1600,7356,9,7
1600,7868,9,7
1600,8380,8,7
1600,8892,8,7
1600,9404,7,7
1600,9916,7,7
1600,10428,7,7
1600,10940,6,7
1600,11452,6,7
1600,11964,6,7
1600,12476,6,7
1600,13500,5,7
1600,14524,5,7
1600,15548,5,7
1600,16572,4,7
1600,17596,4,7
1600,18620,4,8
1600,19644,4,8
1600,20668,4,8
1600,21692,3,8
1600,22716,3,8
1600,23740,3,8
1600,24764,3,8
1600,25788,3,8
1600,26812,3,8
1600,27836,3,8
1600,28860,3,8
1600,29884,3,8
1600,30908,3,8
1600,31932,2,8
1600,32956,2,8
1600,33980,2,8
1600,35004,2,8
1600,36028,2,8
1600,37052,2,8
1600,38076,2,8
1600,39100,2,8
1600,40124,2,8
1600,41148,2,8
1600,42172,2,8
1600,43196,2,8
1600,44220,2,8
1600,45244,2,8
1600,46268,2,8
1600,47292,2,8
1600,48316,2,8
1600,49340,2,8
1600,50364,2,8
1600,51388,2,8
1600,52412,2,8
1600,53436,2,8
1600,54460,2,8
1600,55484,2,8
1600,56508,2,8
1600,57532,2,8
1600,58556,2,8
1600,59580,2,8
1600,60604,2,8
1600,61628,2,8
1600,62652,2,8
1600,63676,1,8
1600,64700,1,8
