r,l,U,t
77,700,90,7
77,1212,52,7
77,1724,37,7
77,2236,29,7
77,2748,23,7
77,3260,20,7
77,3772,17,7
77,4284,15,7
77,4796,14,7
77,5308,12,7
77,5820,11,7
77,6332,10,7
77,6844,10,7
77,7356,9,7
77,7868,9,7
77,8380,8,7
77,8892,8,7
77,9404,7,7
77,9916,7,7
77,10428,7,7
77,10940,6,7
77,11452,6,7
77,11964,6,7
77,12476,6,7
77,13500,5,7
77,14524,5,7
77,15548,5,7
77,16572,4,7
77,17596,4,7
77,18620,4,8
77,19644,4,8
77,20668,4,8
77,21692,3,8
77,22716,3,8
77,23740,3,8
77,24764,3,8
77,25788,3,8
77,26812,3,8
77,27836,3,8
77,28860,3,8
77,29884,3,8
77,30908,3,8
77,31932,2,8
77,32956,2,8
77,33980,2,8
77,35004,2,8
77,36028,2,8
77,37052,2,8
77,38076,2,8
77,39100,2,8
77,40124,2,8
77,41148,2,8
77,42172,2,8
77,43196,2,8
77,44220,2,8
77,45244,2,8
77,46268,2,8
77,47292,2,8
77,48316,2,8
77,49340,2,8
77,50364,2,8
77,51388,2,8
77,52412,2,8
77,53436,2,8
77,54460,2,8
77,55484,2,8
77,56508,2,8
77,57532,2,8
77,58556,2,8
77,59580,2,8
77,60604,2,8
77,61628,2,8
77,62652,2,8
77,63676,1,8
77,64700,1,8
