r,l,U,t
83,700,90,7
83,1212,52,7
83,1724,37,7
83,2236,29,7
83,2748,23,7
83,3260,20,7
83,3772,17,7
83,4284,15,7
83,4796,14,7
83,5308,12,7
83,5820,11,7
83,6332,10,7
83,6844,10,7
83,7356,9,7
83,7868,9,7
83,8380,8,7
83,8892,8,7
83,9404,7,7
83,9916,7,7
83,10428,7,7
83,10940,6,7
83,11452,6,7
83,11964,6,7
83,12476,6,7
83,13500,5,7
83,14524,5,7
83,15548,5,7
83,16572,4,7
83,17596,4,7
83,18620,4,8
83,19644,4,8
83,20668,4,8
83,21692,3,8
83,22716,3,8
83,23740,3,8
83,24764,3,8
83,25788,3,8
83,26812,3,8
83,27836,3,8
83,28860,3,8
83,29884,3,8
83,30908,3,8
83,31932,2,8
83,32956,2,8
83,33980,2,8
83,35004,2,8
83,36028,2,8
83,37052,2,8
83,38076,2,8
83,39100,2,8
83,40124,2,8
83,41148,2,8
83,42172,2,8
83,43196,2,8
83,44220,2,8
83,45244,2,8
83,46268,2,8
83,47292,2,8
83,48316,2,8
83,49340,2,8
83,50364,2,8
83,51388,2,8
83,52412,2,8
83,53436,2,8
83,54460,2,8
83,55484,2,8
83,56508,2,8
83,57532,2,8
83,58556,2,8
83,59580,2,8
83,60604,2,8
83,61628,2,8
83,62652,2,8
83,63676,1,8
83,64700,1,8
