r,l,U,t
848,700,90,7
848,1212,52,7
848,1724,37,7
848,2236,29,7
848,2748,23,7
848,3260,20,7
848,3772,17,7
848,4284,15,7
848,4796,14,7
848,5308,12,7
848,5820,11,7
848,6332,10,7
848,6844,10,7
848,7356,9,7
848,7868,9,7
848,8380,8,7
848,8892,8,7
848,9404,7,7
848,9916,7,7
848,10428,7,7
848,10940,6,7
848,11452,6,7
848,11964,6,7
848,12476,6,7
848,13500,5,7
848,14524,5,7
848,15548,5,7
848,16572,4,7
848,17596,4,7
848,18620,4,8
848,19644,4,8
848,20668,4,8
848,21692,3,8
848,22716,3,8
848,23740,3,8
848,24764,3,8
848,25788,3,8
848,26812,3,8
848,27836,3,8
848,28860,3,8
848,29884,3,8
848,30908,3,8
848,31932,2,8
848,32956,2,8
848,33980,2,8
848,35004,2,8
848,36028,2,8
848,37052,2,8
848,38076,2,8
848,39100,2,8
848,40124,2,8
848,41148,2,8
848,42172,2,8
848,43196,2,8
848,44220,2,8
848,45244,2,8
848,46268,2,8
848,47292,2,8
848,48316,2,8
848,49340,2,8
848,50364,2,8
848,51388,2,8
848,52412,2,8
848,53436,2,8
848,54460,2,8
848,55484,2,8
848,56508,2,8
848,57532,2,8
848,58556,2,8
848,59580,2,8
848,60604,2,8
848,61628,2,8
848,62652,2,8
848,63676,1,8
848,64700,1,8
