r,l,U,t
2800,700,90,7
2800,1212,52,7
2800,1724,37,7
2800,2236,29,7
2800,2748,23,7
2800,3260,20,7
2800,3772,17,7
2800,4284,15,7
2800,4796,14,7
2800,5308,12,7
2800,5820,11,7
2800,6332,10,7
2800,6844,10,7
2800,7356,9,7
2800,7868,9,7
2800,8380,8,7
2800,8892,8,7
2800,9404,7,7
2800,9916,7,7
2800,10428,7,7
2800,10940,6,7
2800,11452,6,7
2800,11964,6,7
2800,12476,6,7
2800,13500,5,7
2800,14524,5,7
2800,15548,5,7
2800,16572,4,7
2800,17596,4,7
2800,18620,4,8
2800,19644,4,8
2800,20668,4,8
2800,21692,3,8
2800,22716,3,8
2800,23740,3,8
2800,24764,3,8
2800,25788,3,8
2800,26812,3,8
2800,27836,3,8
2800,28860,3,8
2800,29884,3,8
2800,30908,3,8
2800,31932,2,8
2800,32956,2,8
2800,33980,2,8
2800,35004,2,8
2800,36028,2,8
2800,37052,2,8
2800,38076,2,8
2800,39100,2,8
2800,40124,2,8
2800,41148,2,8
2800,42172,2,8
2800,43196,2,8
2800,44220,2,8
2800,45244,2,8
2800,46268,2,8
2800,47292,2,8
2800,48316,2,8
2800,49340,2,8
2800,50364,2,8
2800,51388,2,8
2800,52412,2,8
2800,53436,2,8
2800,54460,2,8
2800,55484,2,8
2800,56508,2,8
2800,57532,2,8
2800,58556,2,8
2800,59580,2,8
2800,60604,2,8
2800,61628,2,8
2800,62652,2,8
2800,63676,1,8
2800,64700,1,8
