r,l,U,t
90,700,90,7
90,1212,52,7
90,1724,37,7
90,2236,29,7
90,2748,23,7
90,3260,20,7
90,3772,17,7
90,4284,15,7
90,4796,14,7
90,5308,12,7
90,5820,11,7
90,6332,10,7
90,6844,10,7
90,7356,9,7
90,7868,9,7
90,8380,8,7
90,8892,8,7
90,9404,7,7
90,9916,7,7
90,10428,7,7
90,10940,6,7
90,11452,6,7
90,11964,6,7
90,12476,6,7
90,13500,5,7
90,14524,5,7
90,15548,5,7
90,16572,4,7
90,17596,4,7
90,18620,4,8
90,19644,4,8
90,20668,4,8
90,21692,3,8
90,22716,3,8
90,23740,3,8
90,24764,3,8
90,25788,3,8
90,26812,3,8
90,27836,3,8
90,28860,3,8
90,29884,3,8
90,30908,3,8
90,31932,2,8
90,32956,2,8
90,33980,2,8
90,35004,2,8
90,36028,2,8
90,37052,2,8
90,38076,2,8
90,39100,2,8
90,40124,2,8
90,41148,2,8
90,42172,2,8
90,43196,2,8
90,44220,2,8
90,45244,2,8
90,46268,2,8
90,47292,2,8
90,48316,2,8
90,49340,2,8
90,50364,2,8
90,51388,2,8
90,52412,2,8
90,53436,2,8
90,54460,2,8
90,55484,2,8
90,56508,2,8
90,57532,2,8
90,58556,2,8
90,59580,2,8
90,60604,2,8
90,61628,2,8
90,62652,2,8
90,63676,1,8
90,64700,1,8
