r,l,U,t
35,700,90,7
35,1212,52,7
35,1724,37,7
35,2236,29,7
35,2748,23,7
35,3260,20,7
35,3772,17,7
35,4284,15,7
35,4796,14,7
35,5308,12,7
35,5820,11,7
35,6332,10,7
35,6844,10,7
35,7356,9,7
35,7868,9,7
35,8380,8,7
35,8892,8,7
35,9404,7,7
35,9916,7,7
35,10428,7,7
35,10940,6,7
35,11452,6,7
35,11964,6,7
35,12476,6,7
35,13500,5,7
35,14524,5,7
35,15548,5,7
35,16572,4,7
35,17596,4,7
35,18620,4,8
35,19644,4,8
35,20668,4,8
35,21692,3,8
35,22716,3,8
35,23740,3,8
35,24764,3,8
35,25788,3,8
35,26812,3,8
35,27836,3,8
35,28860,3,8
35,29884,3,8
35,30908,3,8
35,31932,2,8
35,32956,2,8
35,33980,2,8
35,35004,2,8
35,36028,2,8
35,37052,2,8
35,38076,2,8
35,39100,2,8
35,40124,2,8
35,41148,2,8
35,42172,2,8
35,43196,2,8
35,44220,2,8
35,45244,2,8
35,46268,2,8
35,47292,2,8
35,48316,2,8
35,49340,2,8
35,50364,2,8
35,51388,2,8
35,52412,2,8
35,53436,2,8
35,54460,2,8
35,55484,2,8
35,56508,2,8
35,57532,2,8
35,58556,2,8
35,59580,2,8
35,60604,2,8
35,61628,2,8
35,62652,2,8
35,63676,1,8
35,64700,1,8
