r,l,U,t
66,700,90,7
66,1212,52,7
66,1724,37,7
66,2236,29,7
66,2748,23,7
66,3260,20,7
66,3772,17,7
66,4284,15,7
66,4796,14,7
66,5308,12,7
66,5820,11,7
66,6332,10,7
66,6844,10,7
66,7356,9,7
66,7868,9,7
66,8380,8,7
66,8892,8,7
66,9404,7,7
66,9916,7,7
66,10428,7,7
66,10940,6,7
66,11452,6,7
66,11964,6,7
66,12476,6,7
66,13500,5,7
66,14524,5,7
66,15548,5,7
66,16572,4,7
66,17596,4,7
66,18620,4,8
66,19644,4,8
66,20668,4,8
66,21692,3,8
66,22716,3,8
66,23740,3,8
66,24764,3,8
66,25788,3,8
66,26812,3,8
66,27836,3,8
66,28860,3,8
66,29884,3,8
66,30908,3,8
66,31932,2,8
66,32956,2,8
66,33980,2,8
66,35004,2,8
66,36028,2,8
66,37052,2,8
66,38076,2,8
66,39100,2,8
66,40124,2,8
66,41148,2,8
66,42172,2,8
66,43196,2,8
66,44220,2,8
66,45244,2,8
66,46268,2,8
66,47292,2,8
66,48316,2,8
66,49340,2,8
66,50364,2,8
66,51388,2,8
66,52412,2,8
66,53436,2,8
66,54460,2,8
66,55484,2,8
66,56508,2,8
66,57532,2,8
66,58556,2,8
66,59580,2,8
66,60604,2,8
66,61628,2,8
66,62652,2,8
66,63676,1,8
66,64700,1,8
