r,l,U,t
1696,700,90,7
1696,1212,52,7
1696,1724,37,7
1696,2236,29,7
1696,2748,23,7
1696,3260,20,7
1696,3772,17,7
1696,4284,15,7
1696,4796,14,7
1696,5308,12,7
1696,5820,11,7
1696,6332,10,7
1696,6844,10,7
1696,7356,9,7
1696,7868,9,7
1696,8380,8,7
1696,8892,8,7
1696,9404,7,7
1696,9916,7,7
1696,10428,7,7
1696,10940,6,7
1696,11452,6,7
1696,11964,6,7
1696,12476,6,7
1696,13500,5,7
1696,14524,5,7
1696,15548,5,7
1696,16572,4,7
1696,17596,4,7
1696,18620,4,8
1696,19644,4,8
1696,20668,4,8
1696,21692,3,8
1696,22716,3,8
1696,23740,3,8
1696,24764,3,8
1696,25788,3,8
1696,26812,3,8
1696,27836,3,8
1696,28860,3,8
1696,29884,3,8
1696,30908,3,8
1696,31932,2,8
1696,32956,2,8
1696,33980,2,8
1696,35004,2,8
1696,36028,2,8
1696,37052,2,8
1696,38076,2,8
1696,39100,2,8
1696,40124,2,8
1696,41148,2,8
1696,42172,2,8
1696,43196,2,8
1696,44220,2,8
1696,45244,2,8
1696,46268,2,8
1696,47292,2,8
1696,48316,2,8
1696,49340,2,8
1696,50364,2,8
1696,51388,2,8
1696,52412,2,8
1696,53436,2,8
1696,54460,2,8
1696,55484,2,8
1696,56508,2,8
1696,57532,2,8
1696,58556,2,8
1696,59580,2,8
1696,60604,2,8
1696,61628,2,8
1696,62652,2,8
1696,63676,1,8
1696,64700,1,8
