r,l,U,t
2336,700,90,7
2336,1212,52,7
2336,1724,37,7
2336,2236,29,7
2336,2748,23,7
2336,3260,20,7
2336,3772,17,7
2336,4284,15,7
2336,4796,14,7
2336,5308,12,7
2336,5820,11,7
2336,6332,10,7
2336,6844,10,7
2336,7356,9,7
2336,7868,9,7
2336,8380,8,7
2336,8892,8,7
2336,9404,7,7
2336,9916,7,7
2336,10428,7,7
2336,10940,6,7
2336,11452,6,7
2336,11964,6,7
2336,12476,6,7
2336,13500,5,7
2336,14524,5,7
2336,15548,5,7
2336,16572,4,7
2336,17596,4,7
2336,18620,4,8
2336,19644,4,8
2336,20668,4,8
2336,21692,3,8
2336,22716,3,8
2336,23740,3,8
2336,24764,3,8
2336,25788,3,8
2336,26812,3,8
2336,27836,3,8
2336,28860,3,8
2336,29884,3,8
2336,30908,3,8
2336,31932,2,8
2336,32956,2,8
2336,33980,2,8
2336,35004,2,8
2336,36028,2,8
2336,37052,2,8
2336,38076,2,8
2336,39100,2,8
2336,40124,2,8
2336,41148,2,8
2336,42172,2,8
2336,43196,2,8
2336,44220,2,8
2336,45244,2,8
2336,46268,2,8
2336,47292,2,8
2336,48316,2,8
2336,49340,2,8
2336,50364,2,8
2336,51388,2,8
2336,52412,2,8
2336,53436,2,8
2336,54460,2,8
2336,55484,2,8
2336,56508,2,8
2336,57532,2,8
2336,58556,2,8
2336,59580,2,8
2336,60604,2,8
2336,61628,2,8
2336,62652,2,8
2336,63676,1,8
2336,64700,1,8
