r,l,U,t
2720,700,90,7
2720,1212,52,7
2720,1724,37,7
2720,2236,29,7
2720,2748,23,7
2720,3260,20,7
2720,3772,17,7
2720,4284,15,7
2720,4796,14,7
2720,5308,12,7
2720,5820,11,7
2720,6332,10,7
2720,6844,10,7
2720,7356,9,7
2720,7868,9,7
2720,8380,8,7
2720,8892,8,7
2720,9404,7,7
2720,9916,7,7
2720,10428,7,7
2720,10940,6,7
2720,11452,6,7
2720,11964,6,7
2720,12476,6,7
2720,13500,5,7
2720,14524,5,7
2720,15548,5,7
2720,16572,4,7
2720,17596,4,7
2720,18620,4,8
2720,19644,4,8
2720,20668,4,8
2720,21692,3,8
2720,22716,3,8
2720,23740,3,8
2720,24764,3,8
2720,25788,3,8
2720,26812,3,8
2720,27836,3,8
2720,28860,3,8
2720,29884,3,8
2720,30908,3,8
2720,31932,2,8
2720,32956,2,8
2720,33980,2,8
2720,35004,2,8
2720,36028,2,8
2720,37052,2,8
2720,38076,2,8
2720,39100,2,8
2720,40124,2,8
2720,41148,2,8
2720,42172,2,8
2720,43196,2,8
2720,44220,2,8
2720,45244,2,8
2720,46268,2,8
2720,47292,2,8
2720,48316,2,8
2720,49340,2,8
2720,50364,2,8
2720,51388,2,8
2720,52412,2,8
2720,53436,2,8
2720,54460,2,8
2720,55484,2,8
2720,56508,2,8
2720,57532,2,8
2720,58556,2,8
2720,59580,2,8
2720,60604,2,8
2720,61628,2,8
2720,62652,2,8
2720,63676,1,8
2720,64700,1,8
