r,l,U,t
3152,700,90,7
3152,1212,52,7
3152,1724,37,7
3152,2236,29,7
3152,2748,23,7
3152,3260,20,7
3152,3772,17,7
3152,4284,15,7
3152,4796,14,7
3152,5308,12,7
3152,5820,11,7
3152,6332,10,7
3152,6844,10,7
3152,7356,9,7
3152,7868,9,7
3152,8380,8,7
3152,8892,8,7
3152,9404,7,7
3152,9916,7,7
3152,10428,7,7
3152,10940,6,7
3152,11452,6,7
3152,11964,6,7
3152,12476,6,7
3152,13500,5,7
3152,14524,5,7
3152,15548,5,7
3152,16572,4,7
3152,17596,4,7
3152,18620,4,8
3152,19644,4,8
3152,20668,4,8
3152,21692,3,8
3152,22716,3,8
3152,23740,3,8
3152,24764,3,8
3152,25788,3,8
3152,26812,3,8
3152,27836,3,8
3152,28860,3,8
3152,29884,3,8
3152,30908,3,8
3152,31932,2,8
3152,32956,2,8
3152,33980,2,8
3152,35004,2,8
3152,36028,2,8
3152,37052,2,8
3152,38076,2,8
3152,39100,2,8
3152,40124,2,8
3152,41148,2,8
3152,42172,2,8
3152,43196,2,8
3152,44220,2,8
3152,45244,2,8
3152,46268,2,8
3152,47292,2,8
3152,48316,2,8
3152,49340,2,8
3152,50364,2,8
3152,51388,2,8
3152,52412,2,8
3152,53436,2,8
3152,54460,2,8
3152,55484,2,8
3152,56508,2,8
3152,57532,2,8
3152,58556,2,8
3152,59580,2,8
3152,60604,2,8
3152,61628,2,8
3152,62652,2,8
3152,63676,1,8
3152,64700,1,8
