r,l,U,t
72,700,90,7
72,1212,52,7
72,1724,37,7
72,2236,29,7
72,2748,23,7
72,3260,20,7
72,3772,17,7
72,4284,15,7
72,4796,14,7
72,5308,12,7
72,5820,11,7
72,6332,10,7
72,6844,10,7
72,7356,9,7
72,7868,9,7
72,8380,8,7
72,8892,8,7
72,9404,7,7
72,9916,7,7
72,10428,7,7
72,10940,6,7
72,11452,6,7
72,11964,6,7
72,12476,6,7
72,13500,5,7
72,14524,5,7
72,15548,5,7
72,16572,4,7
72,17596,4,7
72,18620,4,8
72,19644,4,8
72,20668,4,8
72,21692,3,8
72,22716,3,8
72,23740,3,8
72,24764,3,8
72,25788,3,8
72,26812,3,8
72,27836,3,8
72,28860,3,8
72,29884,3,8
72,30908,3,8
72,31932,2,8
72,32956,2,8
72,33980,2,8
72,35004,2,8
72,36028,2,8
72,37052,2,8
72,38076,2,8
72,39100,2,8
72,40124,2,8
72,41148,2,8
72,42172,2,8
72,43196,2,8
72,44220,2,8
72,45244,2,8
72,46268,2,8
72,47292,2,8
72,48316,2,8
72,49340,2,8
72,50364,2,8
72,51388,2,8
72,52412,2,8
72,53436,2,8
72,54460,2,8
72,55484,2,8
72,56508,2,8
72,57532,2,8
72,58556,2,8
72,59580,2,8
72,60604,2,8
72,61628,2,8
72,62652,2,8
72,63676,1,8
72,64700,1,8
